iter	RMSE
194	0.02498430466
195	0.0249461751
196	0.02492259591
197	0.0248800357
198	0.02486216585
199	0.02483368121
200	0.02479260295
201	0.02475050026
202	0.02472747776
203	0.02468058801
204	0.02461453824
205	0.02455206846
206	0.02454195788
207	0.02450764736
208	0.02448387735
209	0.02448009057
210	0.02446575886
211	0.02443648315
212	0.02440443206
213	0.0243680303
214	0.02431416916
215	0.02426004168
216	0.02423274765
217	0.02414453872
218	0.02403057167
219	0.02397939416
220	0.02393514765
221	0.0239153346
222	0.02385589398
223	0.02382653951
224	0.02380453883
225	0.02376665229
226	0.02368131166
227	0.02361315828
228	0.02360244469
229	0.02354192972
230	0.0235355552
231	0.02352882491
232	0.02345829222
233	0.02343176615
234	0.02342521376
235	0.02335857073
236	0.02335180324
237	0.02329600341
238	0.02328180982
239	0.02326768333
240	0.02319425915
241	0.02314217072
242	0.02310785089
243	0.0230467524
244	0.02297479856
245	0.02289659909
246	0.02278867843
247	0.02274413644
248	0.02273298555
249	0.02271370156
250	0.02264240772
251	0.02263605105
252	0.02261875637
253	0.0226120066
254	0.02252641151
255	0.02241435033
256	0.02234050542
257	0.02233556179
258	0.0222968193
259	0.0222832827
260	0.02228083599
261	0.02218683919
262	0.02218385005
263	0.0221794481
264	0.02214798343
265	0.02214348014
266	0.02212305235
267	0.02211874315
268	0.02203208921
269	0.02199522555
270	0.02196502764
271	0.0218840936
272	0.02186715125
273	0.02183632176
274	0.02173568728
275	0.0216631499
276	0.02166012038
277	0.0216456597
278	0.02157536754
279	0.02152012752
280	0.02145529414
281	0.0213905806
282	0.02129941344
283	0.02127311547
284	0.02122419638
285	0.02121147358
286	0.02117811038
287	0.02117046119
288	0.02115566945
289	0.0211107758
290	0.02110682857
291	0.02110487787
292	0.02108450834
293	0.0210815192
294	0.02102337121
295	0.020992434
296	0.02095744841
297	0.02094765766
298	0.02094078087
299	0.02089224173
300	0.020864687
301	0.02084751931
302	0.02083841107
303	0.02083832993
304	0.02082220592
305	0.02077315398
306	0.02069880939
307	0.02065190393
308	0.02057758862
309	0.0205690418
310	0.02055407475
311	0.02052553022
312	0.02052079631
313	0.02052073527
314	0.02049347842
315	0.02045506753
316	0.02044229926
317	0.02043818182
318	0.02040508813
319	0.02039415435
320	0.0203746502
321	0.02036682497
322	0.02030299086
323	0.02027654127
324	0.02024169484
325	0.0201843144
326	0.02016793569
327	0.02016576112
328	0.02013542982
329	0.02009377544
330	0.0200900936
331	0.02008396737
332	0.02008001648
333	0.02003124504
334	0.02001997626
335	0.02001461474
336	0.01993677441
337	0.0199055527
338	0.01987236844
339	0.01983909085
340	0.01983386832
341	0.01977286169
342	0.01975998621
343	0.01973839608
344	0.01972249242
345	0.0197029632
346	0.01970142557
347	0.01969055143
348	0.01962708619
349	0.01962353773
350	0.01956515748
351	0.01953028095
352	0.01949528597
353	0.01946690485
354	0.01946571598
355	0.01941662577
356	0.01936662698
357	0.0192885482
358	0.01925624022
359	0.01919104736
360	0.0191602427
361	0.01915922103
362	0.01912348072
363	0.01911286847
364	0.01908464128
365	0.01906902507
366	0.0190667318
367	0.01902798249
368	0.01901739279
369	0.01901553162
370	0.01901309932
371	0.01896864522
372	0.01894960027
373	0.0189484745
374	0.01889467383
375	0.01884211918
376	0.01881189421
377	0.01870467363
378	0.01869335448
379	0.01868527327
380	0.01867653571
381	0.01867416777
382	0.01863082653
383	0.01859611995
384	0.01858363565
385	0.01853589995
386	0.0185287689
387	0.01849382555
388	0.01849209312
389	0.01849094204
390	0.01847436977
391	0.01845262105
392	0.01840277651
393	0.0183526182
394	0.01833556759
395	0.01831346327
396	0.01827940501
397	0.01826809986
398	0.01825224199
399	0.01820304309
400	0.01819176119
401	0.01811800015
402	0.01808653433
403	0.0180254261
404	0.01799209093
405	0.01798308145
406	0.0179533858
407	0.01793951249
408	0.01788366566
409	0.01786121733
410	0.01783500206
411	0.01783400285
412	0.01783095082
413	0.01777668656
414	0.01775447985
415	0.01774722928
416	0.01773897568
417	0.01773166705
418	0.01769551949
419	0.01764431508
420	0.01763055364
421	0.01759949994
422	0.01758125539
423	0.01757896021
424	0.01756934403
425	0.0175180726
426	0.01749830872
427	0.01747163012
428	0.01744600617
429	0.0174300321
430	0.01740191871
431	0.01739915257
432	0.0173673958
433	0.01730946637
434	0.01726392903
435	0.01724921193
436	0.01724632566
437	0.01724286082
438	0.01719094245
439	0.01716908675
440	0.01716672341
441	0.01712961877
442	0.01709858403
443	0.01709563903
444	0.01709482016
445	0.01704448391
446	0.01702811909
447	0.01700614466
448	0.0169452892
449	0.01693407544
450	0.0168999267
451	0.01686548338
452	0.01686034901
453	0.01685739648
454	0.01685520114
455	0.0168274265
456	0.01679347634
457	0.01677353262
458	0.01677110891
459	0.01676732784
460	0.01672509979
461	0.01669267666
462	0.01667053336
463	0.01664886335
464	0.01660306979
465	0.01656751785
466	0.01654989651
467	0.0165044693
468	0.01650149344
469	0.016491692
470	0.01647304304
471	0.01646087315
472	0.01642728133
473	0.01642284212
474	0.01638997409
475	0.01638562215
476	0.01638326815
477	0.01636312625
478	0.01633612076
479	0.01627798809
480	0.01625961681
481	0.0162373431
482	0.01623565932
483	0.01620692825
484	0.01617443273
485	0.01616334083
486	0.01614594888
487	0.01613354774
488	0.01613120367
489	0.0161160689
490	0.01610961785
491	0.01610014703
492	0.01607645409
493	0.01606141481
494	0.01603701289
495	0.01598465977
496	0.01594652526
497	0.01593794091
498	0.0159053869
499	0.01590265228
