iter	RMSE
0	0.2648746384
1	0.2541863943
2	0.2430267837
3	0.233837711
4	0.2243883199
5	0.2146558054
6	0.2058064827
7	0.1976376187
8	0.1897696174
9	0.1820659113
10	0.1754940727
11	0.1691820264
12	0.1623690342
13	0.1562677091
14	0.1497945694
15	0.144443902
16	0.1397576659
17	0.1348034981
18	0.1297782424
19	0.1249387517
20	0.1200912878
21	0.1160818195
22	0.1122070729
23	0.1083624261
24	0.104728732
25	0.1013889526
26	0.09783803795
27	0.09446494148
28	0.0914697276
29	0.08831057009
30	0.08548366312
31	0.0830919068
32	0.08082683325
33	0.07842444929
34	0.07630623469
35	0.07434105707
36	0.07221960738
37	0.07057569834
38	0.06852097348
39	0.06725043646
40	0.06573953391
41	0.06452088597
42	0.0631567073
43	0.06172408248
44	0.06024758269
45	0.05890324049
46	0.05754294226
47	0.05623612557
48	0.05532771103
49	0.05441955386
50	0.05319637111
51	0.05231977477
52	0.05155714941
53	0.05074782814
54	0.04993003591
55	0.04914105328
56	0.0483761112
57	0.04785839916
58	0.0471206166
59	0.04652249666
60	0.04595395913
61	0.04534923652
62	0.04477163878
63	0.04426085586
64	0.04362943518
65	0.042951267
66	0.04253676482
67	0.04207235791
68	0.04153646218
69	0.04114661776
70	0.04067716177
71	0.04042937712
72	0.04001345339
73	0.03964763353
74	0.03932912959
75	0.03914340766
76	0.03885852386
77	0.03839446922
78	0.03800475614
79	0.03778513548
80	0.03736442488
81	0.03709911592
82	0.03683498812
83	0.03665597022
84	0.03647334987
85	0.03627801684
86	0.03614256118
87	0.03567750739
88	0.03546218388
89	0.0352599011
90	0.03507187365
91	0.03478757876
92	0.03459894733
93	0.03443430458
94	0.03412405473
95	0.03392414013
96	0.03375026913
97	0.03348108189
98	0.03336925984
99	0.03332128827
100	0.0332496279
101	0.03308518269
102	0.03295677533
103	0.03285916409
104	0.03267385992
105	0.03231631966
106	0.0320942199
107	0.03191522809
108	0.03169397948
109	0.03152887528
110	0.03143316606
111	0.03135656179
112	0.03119581513
113	0.03105996233
114	0.03089626906
115	0.03078959196
116	0.03065632874
117	0.03055703777
118	0.0305221855
119	0.03046151846
120	0.03027128544
121	0.0301124057
122	0.03001725343
123	0.02992744369
124	0.02976280705
125	0.02971502773
126	0.02966985176
127	0.02954748681
128	0.02950394055
129	0.02941415151
130	0.02940995746
131	0.02933853642
132	0.02922966268
133	0.02918338985
134	0.02912554678
135	0.02909737322
136	0.02902571955
137	0.02894789048
138	0.02891075243
139	0.02877217977
140	0.02858135954
141	0.02853282523
142	0.02843456112
143	0.02839230625
144	0.02818526253
145	0.02814296603
146	0.02801694506
147	0.02790506892
148	0.02786597822
149	0.0278318866
150	0.02776509463
151	0.02774434973
152	0.02771039136
153	0.02759369342
154	0.0274729436
155	0.0273431003
156	0.02726306352
157	0.02720338294
158	0.02712498552
159	0.02707267334
160	0.02704366417
161	0.02699773616
162	0.02680635303
163	0.02664927104
164	0.02658545329
165	0.02653043081
166	0.02646364819
167	0.02637579223
168	0.02635465354
169	0.02627761022
170	0.02626935031
171	0.02614981866
172	0.02593760835
173	0.02593310614
174	0.0258908818
175	0.02584456003
176	0.02577472101
177	0.02574602876
178	0.02570746541
179	0.02562724611
180	0.02561680844
181	0.02559286016
182	0.02558377105
183	0.0255798337
184	0.02547131629
185	0.02544795857
186	0.02540791762
187	0.02540387168
188	0.02534684809
189	0.02527572259
190	0.02516624188
191	0.02513008022
192	0.02505215044
193	0.02501144512
